ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10104,24,100,8,3457.92,"1/31/2003 0:00",Shipped,1,1,2003,"Classic Cars",163,S18_2238,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10115,46,100,4,7381.16,"4/4/2003 0:00",Shipped,2,4,2003,"Classic Cars",163,S18_2238,"Classic Legends Inc.",2125558493,"5905 Pompton St.","Suite 750",NYC,NY,10022,USA,NA,Hernandez,Maria,Large
10127,45,100,10,7146.9,"6/3/2003 0:00",Shipped,2,6,2003,"Classic Cars",163,S18_2238,"Muscle Machine Inc",2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,NA,Young,Jeff,Large
10141,39,100,4,5938.53,"8/1/2003 0:00",Shipped,3,8,2003,"Classic Cars",163,S18_2238,"Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10151,43,100,2,7110.91,"9/21/2003 0:00",Shipped,3,9,2003,"Classic Cars",163,S18_2238,"Oulu Toy Supplies, Inc.",981-443655,"Torikatu 38",,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Large
10165,29,100,11,5032.95,"10/22/2003 0:00",Shipped,4,10,2003,"Classic Cars",163,S18_2238,"Dragon Souveniers, Ltd.","+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10176,20,100,10,3667.6,"11/6/2003 0:00",Shipped,4,11,2003,"Classic Cars",163,S18_2238,"L'ordine Souveniers",0522-556555,"Strada Provinciale 124",,"Reggio Emilia",,42100,Italy,EMEA,Moroni,Maurizio,Medium
10184,46,100,5,7381.16,"11/14/2003 0:00",Shipped,4,11,2003,"Classic Cars",163,S18_2238,"Iberia Gift Imports, Corp.","(95) 555 82 82","C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,"Jose Pedro",Large
10195,27,100,5,5128.11,"11/25/2003 0:00",Shipped,4,11,2003,"Classic Cars",163,S18_2238,"Mini Classics",9145554562,"3758 North Pendale Street",,"White Plains",NY,24067,USA,NA,Frick,Steve,Medium
10207,44,100,6,7060.24,"12/9/2003 0:00",Shipped,4,12,2003,"Classic Cars",163,S18_2238,"Diecast Collectables",6175552555,"6251 Ingle Ln.",,Boston,MA,51003,USA,NA,Franco,Valarie,Large
10219,43,100,1,8448.64,"2/10/2004 0:00",Shipped,1,2,2004,"Classic Cars",163,S18_2238,"Signal Collectibles Ltd.",4155554312,"2793 Furth Circle",,Brisbane,CA,94217,USA,NA,Taylor,Sue,Large
10230,49,100,8,7300.51,"3/15/2004 0:00",Shipped,1,3,2004,"Classic Cars",163,S18_2238,"Blauer See Auto, Co.","+49 69 66 90 2555","Lyonerstr. 34",,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Large
10246,40,100,4,6549.2,"5/5/2004 0:00",Shipped,2,5,2004,"Classic Cars",163,S18_2238,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10259,30,100,3,5697.9,"6/15/2004 0:00",Shipped,2,6,2004,"Classic Cars",163,S18_2238,"Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor",Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10271,50,100,4,9169,"7/20/2004 0:00",Shipped,3,7,2004,"Classic Cars",163,S18_2238,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Large
10282,23,100,13,3238.63,"8/20/2004 0:00",Shipped,3,8,2004,"Classic Cars",163,S18_2238,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10292,26,100,7,4554.94,"9/8/2004 0:00",Shipped,3,9,2004,"Classic Cars",163,S18_2238,"Land of Toys Inc.",2125557818,"897 Long Airport Avenue",,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10305,27,100,4,3934.44,"10/13/2004 0:00",Shipped,4,10,2004,"Classic Cars",163,S18_2238,"Marta's Replicas Co.",6175558555,"39323 Spinnaker Dr.",,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium
10314,42,100,13,5776.26,"10/22/2004 0:00",Shipped,4,10,2004,"Classic Cars",163,S18_2238,"Heintze Collectables","86 21 3555","Smagsloget 45",,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
10324,47,100,8,7207.45,"11/5/2004 0:00",Shipped,4,11,2004,"Classic Cars",163,S18_2238,"Vitachrome Inc.",2125551500,"2678 Kingston Rd.","Suite 101",NYC,NY,10022,USA,NA,Frick,Michael,Large
10336,49,100,6,7460.74,"11/20/2004 0:00",Shipped,4,11,2004,"Classic Cars",163,S18_2238,"La Corne D'abondance, Co.","(1) 42.34.2555","265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Large
10349,38,100,8,6719.54,"12/1/2004 0:00",Shipped,4,12,2004,"Classic Cars",163,S18_2238,"Muscle Machine Inc",2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,NA,Young,Jeff,Medium
10412,41,100,4,6712.93,"5/3/2005 0:00",Shipped,2,5,2005,"Classic Cars",163,S18_2238,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10425,28,100,3,5318.04,"5/31/2005 0:00","In Process",2,5,2005,"Classic Cars",163,S18_2238,"La Rochelle Gifts",40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10100,50,67.8,2,3390,"1/6/2003 0:00",Shipped,1,1,2003,"Vintage Cars",60,S18_2248,"Online Diecast Creations Co.",6035558647,"2304 Long Airport Avenue",,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10332,38,84.25,9,3201.5,"11/17/2004 0:00",Shipped,4,11,2004,"Vintage Cars",60,S18_2248,"AV Stores, Co.","(171) 555-1555","Fauntleroy Circus",,Manchester,,"EC2 5NT",UK,EMEA,Ashworth,Victoria,Medium
10367,45,100,4,8884.8,"1/12/2005 0:00",Resolved,1,1,2005,"Vintage Cars",60,S18_2248,Toys4GrownUps.com,6265557265,"78934 Hillside Dr.",,Pasadena,CA,90003,USA,NA,Young,Julie,Large
10407,42,72.65,1,3051.3,"4/22/2005 0:00","On Hold",2,4,2005,"Vintage Cars",60,S18_2248,"The Sharp Gifts Warehouse",4085553659,"3086 Ingle Ln.",,"San Jose",CA,94217,USA,NA,Frick,Sue,Medium
10104,29,100,12,3772.61,"1/31/2003 0:00",Shipped,1,1,2003,"Trucks and Buses",122,S18_2319,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10114,39,100,3,4164.42,"4/1/2003 0:00",Shipped,2,4,2003,"Trucks and Buses",122,S18_2319,"La Corne D'abondance, Co.","(1) 42.34.2555","265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
10127,45,100,14,6295.95,"6/3/2003 0:00",Shipped,2,6,2003,"Trucks and Buses",122,S18_2319,"Muscle Machine Inc",2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,NA,Young,Jeff,Medium
10141,47,100,8,6287.66,"8/1/2003 0:00",Shipped,3,8,2003,"Trucks and Buses",122,S18_2319,"Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10151,49,100,6,5412.54,"9/21/2003 0:00",Shipped,3,9,2003,"Trucks and Buses",122,S18_2319,"Oulu Toy Supplies, Inc.",981-443655,"Torikatu 38",,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10165,46,100,15,5984.14,"10/22/2003 0:00",Shipped,4,10,2003,"Trucks and Buses",122,S18_2319,"Dragon Souveniers, Ltd.","+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10175,48,100,4,5891.04,"11/6/2003 0:00",Shipped,4,11,2003,"Trucks and Buses",122,S18_2319,"Stylish Desk Decors, Co.","(171) 555-0297","35 King George",,London,,"WX3 6FW",UK,EMEA,Brown,Ann,Medium
10184,46,100,9,5984.14,"11/14/2003 0:00",Shipped,4,11,2003,"Trucks and Buses",122,S18_2319,"Iberia Gift Imports, Corp.","(95) 555 82 82","C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,"Jose Pedro",Medium
10195,35,100,9,3608.15,"11/25/2003 0:00",Shipped,4,11,2003,"Trucks and Buses",122,S18_2319,"Mini Classics",9145554562,"3758 North Pendale Street",,"White Plains",NY,24067,USA,NA,Frick,Steve,Medium
10207,43,100,10,5752.54,"12/9/2003 0:00",Shipped,4,12,2003,"Trucks and Buses",122,S18_2319,"Diecast Collectables",6175552555,"6251 Ingle Ln.",,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10229,26,100,4,3765.32,"3/11/2004 0:00",Shipped,1,3,2004,"Trucks and Buses",122,S18_2319,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10259,34,99.41,7,3379.94,"6/15/2004 0:00",Shipped,2,6,2004,"Trucks and Buses",122,S18_2319,"Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor",Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10271,50,100,8,5093.5,"7/20/2004 0:00",Shipped,3,7,2004,"Trucks and Buses",122,S18_2319,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10281,48,100,4,5773.44,"8/19/2004 0:00",Shipped,3,8,2004,"Trucks and Buses",122,S18_2319,"Diecast Classics Inc.",2155551555,"7586 Pompton St.",,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10292,41,100,11,4528.86,"9/8/2004 0:00",Shipped,3,9,2004,"Trucks and Buses",122,S18_2319,"Land of Toys Inc.",2125557818,"897 Long Airport Avenue",,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10305,36,100,8,4816.08,"10/13/2004 0:00",Shipped,4,10,2004,"Trucks and Buses",122,S18_2319,"Marta's Replicas Co.",6175558555,"39323 Spinnaker Dr.",,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium
10313,29,100,2,3416.78,"10/22/2004 0:00",Shipped,4,10,2004,"Trucks and Buses",122,S18_2319,"Canadian Gift Exchange Network","(604) 555-3392","1900 Oak St.",,Vancouver,BC,"V3F 2K1",Canada,NA,Tannamuri,Yoshi,Medium
10334,46,100,6,5814.86,"11/19/2004 0:00","On Hold",4,11,2004,"Trucks and Buses",122,S18_2319,"Volvo Model Replicas, Co","0921-12 3555","Berguvsv„gen  8",,Lule,,"S-958 22",Sweden,EMEA,Berglund,Christina,Medium
10349,38,100,7,5223.48,"12/1/2004 0:00",Shipped,4,12,2004,"Trucks and Buses",122,S18_2319,"Muscle Machine Inc",2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,NA,Young,Jeff,Medium
10370,22,100,5,3949,"1/20/2005 0:00",Shipped,1,1,2005,"Trucks and Buses",122,S18_2319,"Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10383,27,100,11,3843.99,"2/22/2005 0:00",Shipped,1,2,2005,"Trucks and Buses",122,S18_2319,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10412,56,98.18,8,5498.08,"5/3/2005 0:00",Shipped,2,5,2005,"Trucks and Buses",122,S18_2319,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10425,38,99.41,7,3777.58,"5/31/2005 0:00","In Process",2,5,2005,"Trucks and Buses",122,S18_2319,"La Rochelle Gifts",40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10101,25,100,4,3782,"1/9/2003 0:00",Shipped,1,1,2003,"Vintage Cars",127,S18_2325,"Blauer See Auto, Co.","+49 69 66 90 2555","Lyonerstr. 34",,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10110,33,100,4,3859.68,"3/18/2003 0:00",Shipped,1,3,2003,"Vintage Cars",127,S18_2325,"AV Stores, Co.","(171) 555-1555","Fauntleroy Circus",,Manchester,,"EC2 5NT",UK,EMEA,Ashworth,Victoria,Medium
10124,42,100,3,4431.84,"5/21/2003 0:00",Shipped,2,5,2003,"Vintage Cars",127,S18_2325,"Signal Gift Stores",7025551838,"8489 Strong St.",,"Las Vegas",NV,83030,USA,NA,King,Sue,Medium
10149,33,100,8,4950.33,"9/12/2003 0:00",Shipped,3,9,2003,"Vintage Cars",127,S18_2325,"Signal Collectibles Ltd.",4155554312,"2793 Furth Circle",,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium
10162,38,100,6,4299.7,"10/18/2003 0:00",Shipped,4,10,2003,"Vintage Cars",127,S18_2325,"Corporate Gift Ideas Co.",6505551386,"7734 Strong St.",,"San Francisco",CA,,USA,NA,Brown,Julie,Medium
10173,31,100,10,4492.83,"11/5/2003 0:00",Shipped,4,11,2003,"Vintage Cars",127,S18_2325,"Rovelli Gifts",035-640555,"Via Ludovico il Moro 22",,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10193,44,100,11,4642.88,"11/21/2003 0:00",Shipped,4,11,2003,"Vintage Cars",127,S18_2325,"Australian Collectables, Ltd",61-9-3844-6555,"7 Allen Street",,"Glen Waverly",Victoria,3150,Australia,APAC,Connery,Sean,Medium
10204,26,100,1,3206.32,"12/2/2003 0:00",Shipped,4,12,2003,"Vintage Cars",127,S18_2325,"Muscle Machine Inc",2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,NA,Young,Jeff,Medium
10214,27,100,4,3604.23,"1/26/2004 0:00",Shipped,1,1,2004,"Vintage Cars",127,S18_2325,"Corrida Auto Replicas, Ltd","(91) 555 22 82","C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium
10227,46,100,7,7017.76,"3/2/2004 0:00",Shipped,1,3,2004,"Vintage Cars",127,S18_2325,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Large
10243,47,100,2,6154.18,"4/26/2004 0:00",Shipped,2,4,2004,"Vintage Cars",127,S18_2325,"Diecast Collectables",6175552555,"6251 Ingle Ln.",,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10280,37,100,13,4750.8,"8/17/2004 0:00",Shipped,3,8,2004,"Vintage Cars",127,S18_2325,"Amica Models & Co.",011-4988555,"Via Monte Bianco 34",,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10288,31,100,2,3822.92,"9/1/2004 0:00",Shipped,3,9,2004,"Vintage Cars",127,S18_2325,"Handji Gifts& Co","+65 224 1555","Village Close - 106 Linden Road Sandown","2nd Floor",Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10312,31,100,14,4729.36,"10/21/2004 0:00",Shipped,4,10,2004,"Vintage Cars",127,S18_2325,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10322,50,100,6,12536.5,"11/4/2004 0:00",Shipped,4,11,2004,"Vintage Cars",127,S18_2325,"Online Diecast Creations Co.",6035558647,"2304 Long Airport Avenue",,Nashua,NH,62005,USA,NA,Young,Valarie,Large
10344,30,100,3,3928.2,"11/25/2004 0:00",Shipped,4,11,2004,"Vintage Cars",127,S18_2325,"Marseille Mini Autos",91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium
10356,29,100,3,3630.22,"12/9/2004 0:00",Shipped,4,12,2004,"Vintage Cars",127,S18_2325,"Lyon Souveniers","+33 1 46 62 7555","27 rue du Colonel Pierre Avia",,Paris,,75508,France,EMEA,"Da Cunha",Daniel,Medium
10367,27,100,5,4196.07,"1/12/2005 0:00",Resolved,1,1,2005,"Vintage Cars",127,S18_2325,Toys4GrownUps.com,6265557265,"78934 Hillside Dr.",,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10380,40,100,10,4931.6,"2/16/2005 0:00",Shipped,1,2,2005,"Vintage Cars",127,S18_2325,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10390,31,98.99,16,3068.69,"3/4/2005 0:00",Shipped,1,3,2005,"Vintage Cars",127,S18_2325,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10420,45,100,2,4977,"5/29/2005 0:00","In Process",2,5,2005,"Vintage Cars",127,S18_2325,"Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10114,45,68.67,6,3090.15,"4/1/2003 0:00",Shipped,2,4,2003,"Trucks and Buses",60,S18_2432,"La Corne D'abondance, Co.","(1) 42.34.2555","265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
10194,45,70.49,2,3172.05,"11/25/2003 0:00",Shipped,4,11,2003,"Trucks and Buses",60,S18_2432,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10347,50,100,8,6834.5,"11/29/2004 0:00",Shipped,4,11,2004,"Trucks and Buses",60,S18_2432,"Australian Collectors, Co.","03 9520 4555","636 St Kilda Road","Level 3",Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10106,34,90.39,2,3073.26,"2/17/2003 0:00",Shipped,1,2,2003,Planes,84,S18_2581,"Rovelli Gifts",035-640555,"Via Ludovico il Moro 22",,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10133,49,69.27,3,3394.23,"6/27/2003 0:00",Shipped,2,6,2003,Planes,84,S18_2581,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10210,50,76.88,7,3844,"1/12/2004 0:00",Shipped,1,1,2004,Planes,84,S18_2581,"Osaka Souveniers Co.","+81 06 6342 5555","Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
10223,47,100,9,4724.91,"2/20/2004 0:00",Shipped,1,2,2004,Planes,84,S18_2581,"Australian Collectors, Co.","03 9520 4555","636 St Kilda Road","Level 3",Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10275,35,90.39,9,3163.65,"7/23/2004 0:00",Shipped,3,7,2004,Planes,84,S18_2581,"La Rochelle Gifts",40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10318,31,100,9,3116.43,"11/2/2004 0:00",Shipped,4,11,2004,Planes,84,S18_2581,"Diecast Classics Inc.",2155551555,"7586 Pompton St.",,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10327,45,100,8,4781.7,"11/10/2004 0:00",Resolved,4,11,2004,Planes,84,S18_2581,"Danish Wholesale Imports","31 12 3555","Vinb'ltet 34",,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10353,27,100,1,3515.67,"12/4/2004 0:00",Shipped,4,12,2004,Planes,84,S18_2581,"Gift Ideas Corp.",2035554407,"2440 Pompton St.",,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium
10401,42,76.03,3,3193.26,"4/3/2005 0:00","On Hold",2,4,2005,Planes,84,S18_2581,"Tekni Collectables Inc.",2015559350,"7476 Moss Rd.",,Newark,NJ,94019,USA,NA,Brown,William,Medium
10329,38,100,12,5266.04,"11/15/2004 0:00",Shipped,4,11,2004,Motorcycles,60,S18_2625,"Land of Toys Inc.",2125557818,"897 Long Airport Avenue",,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10389,39,100,5,6981,"3/3/2005 0:00",Shipped,1,3,2005,Motorcycles,60,S18_2625,"Scandinavian Gift Ideas","0695-34 6555","?kergatan 24",,Boras,,"S-844 67",Sweden,EMEA,Larsson,Maria,Medium
10402,55,55.72,2,3064.6,"4/7/2005 0:00",Shipped,2,4,2005,Motorcycles,60,S18_2625,"Auto Canal Petit","(1) 47.55.6555","25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium
10101,26,100,1,3773.38,"1/9/2003 0:00",Shipped,1,1,2003,"Vintage Cars",168,S18_2795,"Blauer See Auto, Co.","+49 69 66 90 2555","Lyonerstr. 34",,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10110,31,100,1,5074.39,"3/18/2003 0:00",Shipped,1,3,2003,"Vintage Cars",168,S18_2795,"AV Stores, Co.","(171) 555-1555","Fauntleroy Circus",,Manchester,,"EC2 5NT",UK,EMEA,Ashworth,Victoria,Medium
10125,34,100,2,6483.46,"5/21/2003 0:00",Shipped,2,5,2003,"Vintage Cars",168,S18_2795,"Australian Collectors, Co.","03 9520 4555","636 St Kilda Road","Level 3",Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10139,41,100,8,7956.46,"7/16/2003 0:00",Shipped,3,7,2003,"Vintage Cars",168,S18_2795,"Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Large
10149,23,100,5,4230.62,"9/12/2003 0:00",Shipped,3,9,2003,"Vintage Cars",168,S18_2795,"Signal Collectibles Ltd.",4155554312,"2793 Furth Circle",,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium
10162,48,100,3,7209.12,"10/18/2003 0:00",Shipped,4,10,2003,"Vintage Cars",168,S18_2795,"Corporate Gift Ideas Co.",6505551386,"7734 Strong St.",,"San Francisco",CA,,USA,NA,Brown,Julie,Large
10173,22,100,7,3452.68,"11/5/2003 0:00",Shipped,4,11,2003,"Vintage Cars",168,S18_2795,"Rovelli Gifts",035-640555,"Via Ludovico il Moro 22",,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10182,21,100,4,3047.73,"11/12/2003 0:00",Shipped,4,11,2003,"Vintage Cars",168,S18_2795,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10193,22,100,8,3675.32,"11/21/2003 0:00",Shipped,4,11,2003,"Vintage Cars",168,S18_2795,"Australian Collectables, Ltd",61-9-3844-6555,"7 Allen Street",,"Glen Waverly",Victoria,3150,Australia,APAC,Connery,Sean,Medium
10205,40,100,3,7492.4,"12/3/2003 0:00",Shipped,4,12,2003,"Vintage Cars",168,S18_2795,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large
10214,50,100,1,9534.5,"1/26/2004 0:00",Shipped,1,1,2004,"Vintage Cars",168,S18_2795,"Corrida Auto Replicas, Ltd","(91) 555 22 82","C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Large
10227,29,100,4,5579.02,"3/2/2004 0:00",Shipped,1,3,2004,"Vintage Cars",168,S18_2795,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10244,43,100,8,5950.34,"4/29/2004 0:00",Shipped,2,4,2004,"Vintage Cars",168,S18_2795,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10255,24,100,1,3726,"6/4/2004 0:00",Shipped,2,6,2004,"Vintage Cars",168,S18_2795,"Mini Caravy",88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Medium
10280,22,100,10,4455,"8/17/2004 0:00",Shipped,3,8,2004,"Vintage Cars",168,S18_2795,"Amica Models & Co.",011-4988555,"Via Monte Bianco 34",,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10289,43,100,3,8272.34,"9/3/2004 0:00",Shipped,3,9,2004,"Vintage Cars",168,S18_2795,"Herkku Gifts","+47 2267 3215","Drammen 121, PR 744 Sentrum",,Bergen,,"N 5804",Norway,EMEA,Oeztan,Veysel,Large
10304,20,100,14,3577.6,"10/11/2004 0:00",Shipped,4,10,2004,"Vintage Cars",168,S18_2795,"Auto Assoc. & Cie.",30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
10312,25,100,11,3881.25,"10/21/2004 0:00",Shipped,4,10,2004,"Vintage Cars",168,S18_2795,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10322,36,100,2,5797.44,"11/4/2004 0:00",Shipped,4,11,2004,"Vintage Cars",168,S18_2795,"Online Diecast Creations Co.",6035558647,"2304 Long Airport Avenue",,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10347,21,100,6,4815.3,"11/29/2004 0:00",Shipped,4,11,2004,"Vintage Cars",168,S18_2795,"Australian Collectors, Co.","03 9520 4555","636 St Kilda Road","Level 3",Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10356,30,100,1,4462.2,"12/9/2004 0:00",Shipped,4,12,2004,"Vintage Cars",168,S18_2795,"Lyon Souveniers","+33 1 46 62 7555","27 rue du Colonel Pierre Avia",,Paris,,75508,France,EMEA,"Da Cunha",Daniel,Medium
10367,32,94.79,7,3033.28,"1/12/2005 0:00",Resolved,1,1,2005,"Vintage Cars",168,S18_2795,Toys4GrownUps.com,6265557265,"78934 Hillside Dr.",,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10421,35,100,1,5433.75,"5/29/2005 0:00","In Process",2,5,2005,"Vintage Cars",168,S18_2795,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10109,26,100,1,3157.44,"3/10/2003 0:00",Shipped,1,3,2003,"Classic Cars",132,S18_2870,"Motor Mint Distributors Inc.",2155559857,"11328 Douglas Av.",,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10123,46,100,3,5161.2,"5/20/2003 0:00",Shipped,2,5,2003,"Classic Cars",132,S18_2870,"Atelier graphique",40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Medium
10137,37,100,3,4346.76,"7/10/2003 0:00",Shipped,3,7,2003,"Classic Cars",132,S18_2870,"Reims Collectables",26.47.1555,"59 rue de l'Abbaye",,Reims,,51100,France,EMEA,Henriot,Paul,Medium
